Event_Name,Date,Fav_Fighter,Un_Fighter,Fighter_ID_Fav,Fighter_ID_Un,Result_Fav,Result_Un,Round,Round_Format,Weight_Class,Time,Method,Height_Fav,Reach_Fav,Stance_Fav,Height_Un,Reach_Un,Stance_Un,Age_At_Fight_Fav_Days,Age_At_Fight_Un_Days,Age_At_Fight_Fav_Years,Age_At_Fight_Un_Years,Age_Diff_Years,Age_Diff_Days,Avg_Odds_Fav,Avg_Odds_Un,Med_Odds_Fav,Med_Odds_Un,Impld_Prob_Avg_Fav,Impld_Prob_Avg_Un,Impld_Prob_Med_Fav,Impld_Prob_Med_Un,USodds_Fav_1,USodds_Un_1,USodds_Fav_2,USodds_Un_2,USodds_Fav_3,USodds_Un_3,USodds_Fav_4,USodds_Un_4,USodds_Fav_5,USodds_Un_5,Decodds_Fav_1,Decodds_Un_1,Decodds_Fav_2,Decodds_Un_2,Decodds_Fav_3,Decodds_Un_3,Decodds_Fav_4,Decodds_Un_4,Decodds_Fav_5,Decodds_Un_5,KD_Fav,KD_Un,Pass_Fav,Pass_Un,Rev_Fav,Rev_Un,Sig_Str_Fav,Sig_Str_Un,Sig_Str_Body_Fav,Sig_Str_Body_Un,Sig_Str_Clinch_Fav,Sig_Str_Clinch_Un,Sig_Str_Distance_Fav,Sig_Str_Distance_Un,Sig_Str_Ground_Fav,Sig_Str_Ground_Un,Sig_Str_Head_Fav,Sig_Str_Head_Un,Sig_Str_Leg_Fav,Sig_Str_Leg_Un,Sig_Str_Pct_Fav,Sig_Str_Pct_Un,Sub_Att_Fav,Sub_Att_Un,TD_Fav,TD_Un,TD_Pct_Fav,TD_Pct_Un,Total_Str_Fav,Total_Str_Un,Nickname_Fav,Nickname_Un,DOB_Fav,DOB_Un,Betting_ID,Event_ID,Fight_ID,Details
UFC Fight Night: Bermudez vs. The Korean Zombie,2/4/2017,Khalil Rountree Jr.,Daniel Jolly,http://ufcstats.com/fighter-details/749f572d1d3161fb,http://ufcstats.com/fighter-details/eeabcd4dc6619129,W,L,1,3 Rnd (5-5-5),Light Heavyweight Bout,0:52,KO/TKO,"6' 1""","76.0""",Southpaw,"6' 1""","75.0""",Orthodox,9840,11842,26.95890411,32.44383562,-5.484931507,-2002,1.595015556,2.38,1.588235294,2.3,62.69531331,42.01680672,62.96296296,43.47826087,-175,150,-170,130,-165,130,-170,150,-161,130,1.571428571,2.5,1.588235294,2.3,1.606060606,2.3,1.588235294,2.5,1.621118012,2.3,1,0,0,0,0,0,3 of 3,0 of 3,2 of 2,0 of 0,1 of 1,0 of 0,0 of 0,0 of 3,2 of 2,0 of 0,1 of 1,0 of 2,0 of 0,0 of 1,100%,0%,0,0,0 of 0,0 of 2,0%,0%,5 of 6,0 of 3,"""The War Horse""","""The Werewolf of Texas""",2/26/1990,9/3/1984,https://www.bestfightodds.com/events/ufc-fight-night-104-bermudez-vs-korean-zombie-1226,http://www.ufcstats.com/event-details/6a8a06b542e1516d,http://www.ufcstats.com/fight-details/f3bb58f485dc2008,
UFC Fight Night: Shevchenko vs. Pena,1/28/2017,Valentina Shevchenko,Julianna Pena,http://ufcstats.com/fighter-details/132deb59abae64b1,http://ufcstats.com/fighter-details/3253b16d38ae087d,W,L,2,5 Rnd (5-5-5-5-5),Women's Bantamweight Bout,4:29,Submission,"5' 5""","66.0""",Southpaw,"5' 6""","69.0""",None,10554,10024,28.91506849,27.4630137,1.452054795,530,1.55933934,2.47,1.540540541,2.45,64.12972303,40.48582996,64.9122807,40.81632653,-190,165,-185,140,-185,145,-176,155,-161,130,1.526315789,2.65,1.540540541,2.4,1.540540541,2.45,1.568181818,2.55,1.621118012,2.3,0,0,2,0,0,0,13 of 17,27 of 35,7 of 7,22 of 27,7 of 7,25 of 30,1 of 4,0 of 2,5 of 6,2 of 3,5 of 9,2 of 5,1 of 1,3 of 3,76%,77%,1,0,2 of 2,1 of 5,100%,20%,46 of 51,78 of 99,"""Bullet""","""The Venezuelan Vixen""",3/7/1988,8/19/1989,https://www.bestfightodds.com/events/ufc-on-fox-23-shevchenko-vs-pena-1225,http://www.ufcstats.com/event-details/4512e46543b960ad,http://www.ufcstats.com/fight-details/ab79fe7b35ccc3dc,
UFC Fight Night: Shevchenko vs. Pena,1/28/2017,Donald Cerrone,Jorge Masvidal,http://ufcstats.com/fighter-details/1d00756835ca67c9,http://ufcstats.com/fighter-details/47b9e0e7703a4868,L,W,2,3 Rnd (5-5-5),Welterweight Bout,1:00,KO/TKO,"6' 1""","73.0""",Orthodox,"5' 11""","74.0""",Orthodox,12359,11765,33.86027397,32.23287671,1.62739726,594,1.586732098,2.4,1.588235294,2.45,63.02261116,41.66666667,62.96296296,40.81632653,-170,145,-170,130,-190,150,-164,145,-161,130,1.588235294,2.45,1.588235294,2.3,1.526315789,2.5,1.609756098,2.45,1.621118012,2.3,0,2,0,0,0,0,30 of 65,58 of 102,7 of 7,17 of 25,0 of 0,9 of 11,30 of 65,43 of 82,0 of 0,6 of 9,10 of 43,36 of 71,13 of 15,5 of 6,46%,56%,0,0,0 of 1,0 of 0,0%,0%,30 of 65,58 of 102,"""Cowboy""","""Gamebred""",3/29/1983,11/12/1984,https://www.bestfightodds.com/events/ufc-on-fox-23-shevchenko-vs-pena-1225,http://www.ufcstats.com/event-details/4512e46543b960ad,http://www.ufcstats.com/fight-details/b91756d955e14d2e,
UFC Fight Night: Shevchenko vs. Pena,1/28/2017,Francis Ngannou,Andrei Arlovski,http://ufcstats.com/fighter-details/8d03ce87ca14e778,http://ufcstats.com/fighter-details/3738e68d2261e60f,W,L,1,3 Rnd (5-5-5),Heavyweight Bout,1:32,KO/TKO,"6' 4""","83.0""",Orthodox,"6' 3""","77.0""",Orthodox,11103,13873,30.41917808,38.00821918,-7.589041096,-2770,1.249873115,3.98,1.25,4,80.00812144,25.12562814,80,25,-385,320,-400,270,-435,300,-385,325,-400,275,1.25974026,4.2,1.25,3.7,1.229885057,4,1.25974026,4.25,1.25,3.75,1,0,0,0,0,0,8 of 13,3 of 9,0 of 0,0 of 1,0 of 0,0 of 0,4 of 9,3 of 9,4 of 4,0 of 0,8 of 13,1 of 5,0 of 0,2 of 3,61%,33%,0,0,0 of 0,0 of 0,0%,0%,8 of 14,3 of 9,"""The Predator""","""The Pitbull""",9/5/1986,2/4/1979,https://www.bestfightodds.com/events/ufc-on-fox-23-shevchenko-vs-pena-1225,http://www.ufcstats.com/event-details/4512e46543b960ad,http://www.ufcstats.com/fight-details/a45596cda51a1816,
UFC Fight Night: Shevchenko vs. Pena,1/28/2017,Jason Knight,Alex Caceres,http://ufcstats.com/fighter-details/bb1a2cdad6ff34db,http://ufcstats.com/fighter-details/7aa3d6964eff4877,W,L,2,3 Rnd (5-5-5),Featherweight Bout,4:21,Submission,"5' 10""","71.0""",Orthodox,"5' 10""","73.0""",Southpaw,8964,10449,24.55890411,28.62739726,-4.068493151,-1485,1.702894435,2.168,1.689655172,2.2,58.72354618,46.12546125,59.18367347,45.45454545,-134,114,-145,110,-150,120,-135,120,-149,120,1.746268657,2.14,1.689655172,2.1,1.666666667,2.2,1.740740741,2.2,1.67114094,2.2,0,0,2,0,0,0,31 of 95,27 of 58,1 of 4,5 of 9,0 of 0,0 of 0,22 of 84,27 of 58,9 of 11,0 of 0,22 of 78,14 of 40,8 of 13,8 of 9,32%,46%,4,0,2 of 4,0 of 0,50%,0%,46 of 112,27 of 58,"""The Kid""","""Bruce Leeroy""",7/14/1992,6/20/1988,https://www.bestfightodds.com/events/ufc-on-fox-23-shevchenko-vs-pena-1225,http://www.ufcstats.com/event-details/4512e46543b960ad,http://www.ufcstats.com/fight-details/43682a646b9b956f,
UFC Fight Night: Shevchenko vs. Pena,1/28/2017,Sam Alvey,Nate Marquardt,http://ufcstats.com/fighter-details/d156513a19acf856,http://ufcstats.com/fighter-details/a8e6a69796280f17,W,L,3,3 Rnd (5-5-5),Middleweight Bout,5:00,Decision - Unanimous,"6' 2""","75.0""",Southpaw,"6' 0""","74.0""",Orthodox,11225,13798,30.75342466,37.80273973,-7.049315068,-2573,1.66840512,2.236,1.666666667,2.23,59.93748088,44.72271914,60,44.84304933,-145,125,-155,120,-150,120,-139,123,-161,130,1.689655172,2.25,1.64516129,2.2,1.666666667,2.2,1.71942446,2.23,1.621118012,2.3,0,0,0,1,0,0,36 of 84,28 of 65,5 of 7,7 of 14,4 of 8,6 of 12,31 of 75,22 of 53,1 of 1,0 of 0,23 of 66,13 of 41,8 of 11,8 of 10,42%,43%,0,0,0 of 1,1 of 2,0%,50%,45 of 95,52 of 90,"""Smile'N""","""The Great""",5/6/1986,4/20/1979,https://www.bestfightodds.com/events/ufc-on-fox-23-shevchenko-vs-pena-1225,http://www.ufcstats.com/event-details/4512e46543b960ad,http://www.ufcstats.com/fight-details/3c8eb8ad5e98876f,Ron Mann28 - 29.
UFC Fight Night: Shevchenko vs. Pena,1/28/2017,Raphael Assuncao,Aljamain Sterling,http://ufcstats.com/fighter-details/2f13e4020cea5b38,http://ufcstats.com/fighter-details/cb696ebfb6598724,W,L,3,3 Rnd (5-5-5),Bantamweight Bout,5:00,Decision - Split,"5' 5""","66.0""",Orthodox,"5' 7""","71.0""",Orthodox,12612,10043,34.55342466,27.51506849,7.038356164,2569,1.672706196,2.226,1.666666667,2.23,59.78336199,44.92362983,60,44.84304933,-150,130,-145,110,-150,120,-139,123,-161,130,1.666666667,2.3,1.689655172,2.1,1.666666667,2.2,1.71942446,2.23,1.621118012,2.3,0,0,0,0,0,0,39 of 101,52 of 172,8 of 14,9 of 21,0 of 0,0 of 0,39 of 101,52 of 172,0 of 0,0 of 0,10 of 60,18 of 112,21 of 27,25 of 39,38%,30%,0,0,0 of 0,0 of 3,0%,0%,39 of 101,52 of 172,,"""Funk Master""",7/19/1982,7/31/1989,https://www.bestfightodds.com/events/ufc-on-fox-23-shevchenko-vs-pena-1225,http://www.ufcstats.com/event-details/4512e46543b960ad,http://www.ufcstats.com/fight-details/637f561cd731fb44,Ron Mann29 - 28.
UFC Fight Night: Shevchenko vs. Pena,1/28/2017,Jordan Johnson,Henrique da Silva,http://ufcstats.com/fighter-details/99bcdf5eac39898f,http://ufcstats.com/fighter-details/b0bd0c5425668b8f,W,L,3,3 Rnd (5-5-5),Light Heavyweight Bout,5:00,Decision - Unanimous,"6' 2""","79.0""",Orthodox,"6' 3""","76.0""",Orthodox,10298,10011,28.21369863,27.42739726,0.78630137,287,1.47881401,2.67,1.454545455,2.65,67.62175591,37.45318352,68.75,37.73584906,-190,165,-220,160,-220,165,-193,170,-227,175,1.526315789,2.65,1.454545455,2.6,1.454545455,2.65,1.518134715,2.7,1.440528634,2.75,0,0,5,0,0,0,39 of 67,22 of 43,2 of 2,8 of 9,3 of 3,4 of 8,23 of 48,17 of 33,13 of 16,1 of 2,36 of 64,9 of 27,1 of 1,5 of 7,58%,51%,2,0,4 of 5,0 of 0,80%,0%,106 of 162,30 of 53,,"""Frankenstein""",11/18/1988,9/1/1989,https://www.bestfightodds.com/events/ufc-on-fox-23-shevchenko-vs-pena-1225,http://www.ufcstats.com/event-details/4512e46543b960ad,http://www.ufcstats.com/fight-details/1cd0ce0e2312ad52,Ben Ramirez27 - 30.
UFC Fight Night: Shevchenko vs. Pena,1/28/2017,Alessio Di Chirico,Eric Spicely,http://ufcstats.com/fighter-details/77d7295d1b22c694,http://ufcstats.com/fighter-details/b9664eae2ac75262,L,W,1,3 Rnd (5-5-5),Middleweight Bout,2:14,Submission,"6' 0""","74.0""",Orthodox,"6' 1""","73.0""",Orthodox,9909,11079,27.14794521,30.35342466,-3.205479452,-1170,1.897909767,1.900597874,1.900900901,1.900900901,52.68954389,52.61502255,52.60663507,52.60663507,-110,-110,-115,-115,-110,-120,-111,-101,-111,-111,1.909090909,1.909090909,1.869565217,1.869565217,1.909090909,1.833333333,1.900900901,1.99009901,1.900900901,1.900900901,0,0,0,0,0,0,1 of 2,1 of 3,0 of 0,0 of 0,0 of 0,0 of 1,1 of 2,0 of 1,0 of 0,1 of 1,1 of 2,1 of 3,0 of 0,0 of 0,50%,33%,0,1,0 of 0,1 of 3,0%,33%,1 of 2,5 of 7,"""Manzo""","""Zebrinha""",12/12/1989,9/29/1986,https://www.bestfightodds.com/events/ufc-on-fox-23-shevchenko-vs-pena-1225,http://www.ufcstats.com/event-details/4512e46543b960ad,http://www.ufcstats.com/fight-details/481aef2d2802ec68,
UFC Fight Night: Shevchenko vs. Pena,1/28/2017,Marcos Rogerio de Lima,Jeremy Kimball,http://ufcstats.com/fighter-details/ab943cd2c3c17825,http://ufcstats.com/fighter-details/917a5cb9821df261,W,L,1,3 Rnd (5-5-5),Light Heavyweight Bout,2:27,KO/TKO,"6' 1""","75.0""",Orthodox,"6' 0""","72.0""",Switch,11540,9522,31.61643836,26.08767123,5.528767123,2018,1.685267562,2.21,1.689655172,2.25,59.33775874,45.24886878,59.18367347,44.44444444,-145,125,-150,115,-145,115,-141,125,-149,125,1.689655172,2.25,1.666666667,2.15,1.689655172,2.15,1.709219858,2.25,1.67114094,2.25,0,0,0,0,0,0,12 of 25,5 of 17,2 of 3,1 of 1,0 of 0,0 of 0,7 of 18,5 of 17,5 of 7,0 of 0,6 of 17,3 of 14,4 of 5,1 of 2,48%,29%,0,0,0 of 0,0 of 0,0%,0%,12 of 25,5 of 17,"""Pezao""","""Grizzly""",6/25/1985,1/3/1991,https://www.bestfightodds.com/events/ufc-on-fox-23-shevchenko-vs-pena-1225,http://www.ufcstats.com/event-details/4512e46543b960ad,http://www.ufcstats.com/fight-details/99373dc33dfbf6e0,
UFC Fight Night: Shevchenko vs. Pena,1/28/2017,Eric Shelton,Alexandre Pantoja,http://ufcstats.com/fighter-details/a0c64f272b65d441,http://ufcstats.com/fighter-details/a0f0004aadf10b71,L,W,3,3 Rnd (5-5-5),Flyweight Bout,5:00,Decision - Split,"5' 6""","68.0""",Orthodox,"5' 5""","67.0""",Orthodox,9492,9784,26.00547945,26.80547945,-0.8,-292,1.774570439,2.064,1.740740741,2.05,56.35166562,48.4496124,57.44680851,48.7804878,-122,102,-135,105,-145,115,-112,-100,-137,110,1.819672131,2.02,1.740740741,2.05,1.689655172,2.15,1.892857143,2,1.729927007,2.1,0,0,0,2,0,0,32 of 93,37 of 99,1 of 3,6 of 10,0 of 3,3 of 4,29 of 86,32 of 92,3 of 4,2 of 3,31 of 90,27 of 82,0 of 0,4 of 7,34%,37%,0,2,4 of 12,1 of 3,33%,33%,44 of 107,67 of 135,"""Showtime""","""The Cannibal""",2/2/1991,4/16/1990,https://www.bestfightodds.com/events/ufc-on-fox-23-shevchenko-vs-pena-1225,http://www.ufcstats.com/event-details/4512e46543b960ad,http://www.ufcstats.com/fight-details/0094d2ed98819f7a,Ben Ramirez29 - 28.
UFC Fight Night: Shevchenko vs. Pena,1/28/2017,JC Cottrell,Jason Gonzalez,http://ufcstats.com/fighter-details/3ec1e4ba98c9c85a,http://ufcstats.com/fighter-details/e45cfa47f504033a,L,W,1,3 Rnd (5-5-5),Lightweight Bout,3:54,Submission,"5' 9""","71.0""",Orthodox,"6' 2""","74.0""",Southpaw,9947,9831,27.25205479,26.93424658,0.317808219,116,1.734981352,2.124,1.729927007,2.1,57.63750711,47.08097928,57.80590717,47.61904762,-132,112,-140,110,-150,120,-124,110,-137,110,1.757575758,2.12,1.714285714,2.1,1.666666667,2.2,1.806451613,2.1,1.729927007,2.1,0,0,3,0,0,0,1 of 6,4 of 18,0 of 0,1 of 3,0 of 0,0 of 1,1 of 6,4 of 17,0 of 0,0 of 0,1 of 6,3 of 15,0 of 0,0 of 0,16%,22%,0,1,1 of 1,0 of 0,100%,0%,8 of 15,4 of 18,"""Superstar""","""Nicoya""",11/4/1989,2/28/1990,https://www.bestfightodds.com/events/ufc-on-fox-23-shevchenko-vs-pena-1225,http://www.ufcstats.com/event-details/4512e46543b960ad,http://www.ufcstats.com/fight-details/6eb382e2c51fc4f5,
UFC Fight Night: Rodriguez vs. Penn,1/15/2017,Yair Rodriguez,BJ Penn,http://ufcstats.com/fighter-details/cbf5e6f231b55443,http://ufcstats.com/fighter-details/73c7cfa551289285,W,L,2,5 Rnd (5-5-5-5-5),Featherweight Bout,0:24,KO/TKO,"5' 11""","71.0""",0,"5' 9""","70.0""",Orthodox,8867,13913,24.29315068,38.11780822,-13.82465753,-5046,1.251351662,3.966,1.27027027,4,79.91358707,25.21432173,78.72340426,25,-350,285,-450,300,-370,260,-359,305,-500,333,1.285714286,3.85,1.222222222,4,1.27027027,3.6,1.278551532,4.05,1.2,4.33,1,0,0,0,0,0,55 of 111,4 of 22,15 of 19,0 of 0,5 of 7,1 of 1,34 of 68,3 of 21,16 of 36,0 of 0,33 of 83,4 of 22,7 of 9,0 of 0,49%,18%,0,0,0 of 0,0 of 0,0%,0%,56 of 113,7 of 27,"""El Pantera""","""The Prodigy""",10/6/1992,12/13/1978,https://www.bestfightodds.com/events/ufc-fight-night-103-rodriguez-vs-penn-1219,http://www.ufcstats.com/event-details/46effbd1135423c5,http://www.ufcstats.com/fight-details/5742025a09190829,
UFC Fight Night: Rodriguez vs. Penn,1/15/2017,Joe Lauzon,Marcin Held,http://ufcstats.com/fighter-details/3bad7ef643840f67,http://ufcstats.com/fighter-details/bf43fed8f29e1671,W,L,3,3 Rnd (5-5-5),Lightweight Bout,5:00,Decision - Split,"5' 10""","71.0""",Orthodox,"5' 9""","71.0""",Orthodox,11926,9129,32.6739726,25.0109589,7.663013699,2797,1.754364544,2.096,1.751879699,2.1,57.00069598,47.70992366,57.08154506,47.61904762,-133,113,-130,100,-135,105,-135,120,-130,110,1.751879699,2.13,1.769230769,2,1.740740741,2.05,1.740740741,2.2,1.769230769,2.1,0,0,0,4,0,0,20 of 62,23 of 78,3 of 4,2 of 5,12 of 15,3 of 9,8 of 46,20 of 66,0 of 1,0 of 3,17 of 58,20 of 70,0 of 0,1 of 3,32%,29%,1,0,1 of 2,5 of 5,50%,100%,44 of 86,32 of 90,"""J-Lau""",,5/22/1984,1/18/1992,https://www.bestfightodds.com/events/ufc-fight-night-103-rodriguez-vs-penn-1219,http://www.ufcstats.com/event-details/46effbd1135423c5,http://www.ufcstats.com/fight-details/00720c46f864fe03,Marcos Rosales29 - 28.
UFC Fight Night: Rodriguez vs. Penn,1/15/2017,Court McGee,Ben Saunders,http://ufcstats.com/fighter-details/523fa774700d7d3f,http://ufcstats.com/fighter-details/484acc7b0f856ce9,L,W,3,3 Rnd (5-5-5),Welterweight Bout,5:00,Decision - Unanimous,"5' 11""","75.0""",Orthodox,"6' 2""","77.0""",Orthodox,11722,12331,32.11506849,33.78356164,-1.668493151,-609,1.76518121,2.07,1.769230769,2.05,56.65140748,48.30917874,56.52173913,48.7804878,-130,110,-135,105,-135,105,-129,115,-125,100,1.769230769,2.1,1.740740741,2.05,1.740740741,2.05,1.775193798,2.15,1.8,2,0,0,2,0,0,0,54 of 172,49 of 139,8 of 25,25 of 38,5 of 13,6 of 15,44 of 149,43 of 124,5 of 10,0 of 0,25 of 121,22 of 97,21 of 26,2 of 4,31%,35%,0,0,1 of 3,0 of 0,33%,0%,77 of 197,67 of 165,"""The Crusher""","""Killa B""",12/12/1984,4/13/1983,https://www.bestfightodds.com/events/ufc-fight-night-103-rodriguez-vs-penn-1219,http://www.ufcstats.com/event-details/46effbd1135423c5,http://www.ufcstats.com/fight-details/8edb831924d69dd9,Marcos Rosales28 - 29.
UFC Fight Night: Rodriguez vs. Penn,1/15/2017,Sergio Pettis,John Moraga,http://ufcstats.com/fighter-details/de75d1c45a39e221,http://ufcstats.com/fighter-details/92437c6775b3f7d1,W,L,3,3 Rnd (5-5-5),Flyweight Bout,5:00,Decision - Unanimous,"5' 6""","69.0""",Orthodox,"5' 6""","66.0""",Orthodox,8551,11989,23.42739726,32.84657534,-9.419178082,-3438,1.68440412,2.2,1.680272109,2.2,59.36817584,45.45454545,59.51417004,45.45454545,-140,120,-145,110,-150,120,-147,130,-149,120,1.714285714,2.2,1.689655172,2.1,1.666666667,2.2,1.680272109,2.3,1.67114094,2.2,0,0,0,0,0,0,48 of 159,33 of 120,2 of 6,3 of 8,1 of 4,1 of 2,47 of 155,30 of 116,0 of 0,2 of 2,45 of 152,26 of 107,1 of 1,4 of 5,30%,27%,0,0,2 of 2,1 of 5,100%,20%,50 of 161,42 of 131,,"""Chicano""",8/18/1993,3/20/1984,https://www.bestfightodds.com/events/ufc-fight-night-103-rodriguez-vs-penn-1219,http://www.ufcstats.com/event-details/46effbd1135423c5,http://www.ufcstats.com/fight-details/7685701c382cd49a,Dennis O'Connell27 - 30.
UFC Fight Night: Rodriguez vs. Penn,1/15/2017,Frankie Saenz,Augusto Mendes,http://ufcstats.com/fighter-details/9ba2226646046b63,http://ufcstats.com/fighter-details/3d5b1ce6097dbb49,L,W,3,3 Rnd (5-5-5),Bantamweight Bout,5:00,Decision - Split,"5' 6""","66.0""",Orthodox,"5' 6""","65.0""",Orthodox,13305,12372,36.45205479,33.89589041,2.556164384,933,1.620413447,2.316,1.625,2.3,61.71264511,43.17789292,61.53846154,43.47826087,-150,130,-165,125,-160,125,-158,140,-175,138,1.666666667,2.3,1.606060606,2.25,1.625,2.25,1.632911392,2.4,1.571428571,2.38,1,0,0,1,0,0,40 of 106,42 of 109,12 of 24,6 of 8,13 of 18,12 of 19,26 of 87,30 of 89,1 of 1,0 of 1,16 of 68,33 of 95,12 of 14,3 of 6,37%,38%,0,0,0 of 4,4 of 9,0%,44%,49 of 116,74 of 142,,"""Tanquinho""",8/12/1980,3/3/1983,https://www.bestfightodds.com/events/ufc-fight-night-103-rodriguez-vs-penn-1219,http://www.ufcstats.com/event-details/46effbd1135423c5,http://www.ufcstats.com/fight-details/b60bbec8ec98941b,Dennis O'Connell28 - 29.
UFC Fight Night: Rodriguez vs. Penn,1/15/2017,Aleksei Oleinik,Viktor Pesta,http://ufcstats.com/fighter-details/98c23cb6da5b3352,http://ufcstats.com/fighter-details/202b0467521c9d6f,W,L,1,3 Rnd (5-5-5),Heavyweight Bout,2:57,Submission,"6' 2""","80.0""",Orthodox,"6' 3""","77.0""",Orthodox,14454,9681,39.6,26.52328767,13.07671233,4773,1.712084559,2.15,1.689655172,2.15,58.40833006,46.51162791,59.18367347,46.51162791,-130,110,-145,110,-145,115,-135,120,-149,120,1.769230769,2.1,1.689655172,2.1,1.689655172,2.15,1.740740741,2.2,1.67114094,2.2,0,0,0,3,0,0,7 of 15,7 of 19,0 of 0,0 of 0,0 of 0,0 of 0,7 of 15,3 of 11,0 of 0,4 of 8,4 of 12,7 of 19,3 of 3,0 of 0,46%,36%,1,0,0 of 0,1 of 1,0%,100%,11 of 19,18 of 31,"""The Boa Constrictor""",,6/20/1977,7/15/1990,https://www.bestfightodds.com/events/ufc-fight-night-103-rodriguez-vs-penn-1219,http://www.ufcstats.com/event-details/46effbd1135423c5,http://www.ufcstats.com/fight-details/1a81573425c585fb,
UFC Fight Night: Rodriguez vs. Penn,1/15/2017,Anthony Rocco Martin,Alex White,http://ufcstats.com/fighter-details/5331b25a60417ffb,http://ufcstats.com/fighter-details/c17041f1bb5768d8,W,L,3,3 Rnd (5-5-5),Lightweight Bout,5:00,Decision - Unanimous,"6' 0""","73.0""",Orthodox,"6' 0""","71.0""",Southpaw,9897,10312,27.11506849,28.25205479,-1.136986301,-415,1.575867537,2.416,1.571428571,2.43,63.45711022,41.39072848,63.63636364,41.15226337,-163,143,-180,135,-175,135,-164,145,-189,150,1.613496933,2.43,1.555555556,2.35,1.571428571,2.35,1.609756098,2.45,1.529100529,2.5,0,0,4,0,0,1,20 of 40,11 of 30,7 of 8,4 of 7,6 of 11,5 of 10,4 of 14,6 of 20,10 of 15,0 of 0,12 of 30,5 of 20,1 of 2,2 of 3,50%,36%,0,0,2 of 6,0 of 0,33%,0%,83 of 119,28 of 51,,"""The Spartan""",12/11/1989,10/22/1988,https://www.bestfightodds.com/events/ufc-fight-night-103-rodriguez-vs-penn-1219,http://www.ufcstats.com/event-details/46effbd1135423c5,http://www.ufcstats.com/fight-details/8156479490877d08,Junichiro Kamijo30 - 27.
UFC Fight Night: Rodriguez vs. Penn,1/15/2017,Drakkar Klose,Devin Powell,http://ufcstats.com/fighter-details/7cbf7c78d3b34218,http://ufcstats.com/fighter-details/065eb44700e641a4,W,L,3,3 Rnd (5-5-5),Lightweight Bout,5:00,Decision - Unanimous,"5' 9""","70.0""",Orthodox,"6' 0""","73.0""",Orthodox,10539,10547,28.8739726,28.89589041,-0.021917808,-8,1.337640977,3.364,1.333333333,3.5,74.75847533,29.72651605,75,28.57142857,-300,250,-275,200,-300,220,-305,262,-303,250,1.333333333,3.5,1.363636364,3,1.333333333,3.2,1.327868852,3.62,1.330033003,3.5,0,0,0,0,0,0,68 of 110,22 of 80,32 of 36,7 of 12,29 of 35,7 of 14,36 of 71,15 of 66,3 of 4,0 of 0,29 of 64,7 of 57,7 of 10,8 of 11,61%,27%,0,0,2 of 2,0 of 0,100%,0%,114 of 163,44 of 102,,,3/9/1988,3/1/1988,https://www.bestfightodds.com/events/ufc-fight-night-103-rodriguez-vs-penn-1219,http://www.ufcstats.com/event-details/46effbd1135423c5,http://www.ufcstats.com/fight-details/bbb67c2ac4453d64,Marcos Rosales27 - 30.
UFC Fight Night: Rodriguez vs. Penn,1/15/2017,Nina Ansaroff,Jocelyn Jones-Lybarger,http://ufcstats.com/fighter-details/d343df8ba11f4c4e,http://ufcstats.com/fighter-details/1a98c9dbb7fc3959,W,L,3,3 Rnd (5-5-5),Women's Strawweight Bout,3:39,Submission,"5' 5""","64.0""",Orthodox,"5' 7""","64.0""",Orthodox,11366,11426,31.13972603,31.30410959,-0.164383562,-60,1.584042137,2.426,1.588235294,2.43,63.1296338,41.22011542,62.96296296,41.15226337,-163,143,-170,130,-185,145,-176,155,-164,140,1.613496933,2.43,1.588235294,2.3,1.540540541,2.45,1.568181818,2.55,1.609756098,2.4,0,0,5,0,0,0,48 of 106,21 of 73,5 of 9,2 of 5,6 of 8,3 of 7,24 of 74,18 of 66,18 of 24,0 of 0,37 of 84,15 of 62,6 of 13,4 of 6,45%,28%,2,0,1 of 1,0 of 1,100%,0%,89 of 155,33 of 86,"""The Strina""",,12/3/1985,10/4/1985,https://www.bestfightodds.com/events/ufc-fight-night-103-rodriguez-vs-penn-1219,http://www.ufcstats.com/event-details/46effbd1135423c5,http://www.ufcstats.com/fight-details/53c3565ee1d3411a,
UFC Fight Night: Rodriguez vs. Penn,1/15/2017,Walt Harris,Chase Sherman,http://ufcstats.com/fighter-details/03f982ca3735070c,http://ufcstats.com/fighter-details/01b352b6a9074d5c,W,L,2,3 Rnd (5-5-5),Heavyweight Bout,2:41,KO/TKO,"6' 5""","77.0""",Southpaw,"6' 4""","78.0""",Orthodox,12273,9922,33.62465753,27.18356164,6.44109589,2351,1.675862069,2.236,1.666666667,2.25,59.67078189,44.72271914,60,44.44444444,-150,130,-150,115,-145,115,-150,133,-145,125,1.666666667,2.3,1.666666667,2.15,1.689655172,2.15,1.666666667,2.33,1.689655172,2.25,1,0,0,0,0,0,32 of 73,20 of 63,6 of 13,9 of 15,1 of 4,0 of 0,29 of 67,20 of 63,2 of 2,0 of 0,24 of 58,6 of 42,2 of 2,5 of 6,43%,31%,0,0,0 of 1,0 of 0,0%,0%,33 of 74,20 of 63,"""The Big Ticket""","""The Vanilla Gorilla""",6/10/1983,11/16/1989,https://www.bestfightodds.com/events/ufc-fight-night-103-rodriguez-vs-penn-1219,http://www.ufcstats.com/event-details/46effbd1135423c5,http://www.ufcstats.com/fight-details/3f7684492c9df05e,
