Event_Name,Date,Fav_Fighter,Un_Fighter,Fighter_ID_Fav,Fighter_ID_Un,Result_Fav,Result_Un,Round,Round_Format,Weight_Class,Time,Method,Height_Fav,Reach_Fav,Stance_Fav,Height_Un,Reach_Un,Stance_Un,Age_At_Fight_Fav_Days,Age_At_Fight_Un_Days,Age_At_Fight_Fav_Years,Age_At_Fight_Un_Years,Age_Diff_Years,Age_Diff_Days,Avg_Odds_Fav,Avg_Odds_Un,Med_Odds_Fav,Med_Odds_Un,Impld_Prob_Avg_Fav,Impld_Prob_Avg_Un,Impld_Prob_Med_Fav,Impld_Prob_Med_Un,USodds_Fav_1,USodds_Un_1,USodds_Fav_2,USodds_Un_2,USodds_Fav_3,USodds_Un_3,USodds_Fav_4,USodds_Un_4,USodds_Fav_5,USodds_Un_5,Decodds_Fav_1,Decodds_Un_1,Decodds_Fav_2,Decodds_Un_2,Decodds_Fav_3,Decodds_Un_3,Decodds_Fav_4,Decodds_Un_4,Decodds_Fav_5,Decodds_Un_5,KD_Fav,KD_Un,Pass_Fav,Pass_Un,Rev_Fav,Rev_Un,Sig_Str_Fav,Sig_Str_Un,Sig_Str_Body_Fav,Sig_Str_Body_Un,Sig_Str_Clinch_Fav,Sig_Str_Clinch_Un,Sig_Str_Distance_Fav,Sig_Str_Distance_Un,Sig_Str_Ground_Fav,Sig_Str_Ground_Un,Sig_Str_Head_Fav,Sig_Str_Head_Un,Sig_Str_Leg_Fav,Sig_Str_Leg_Un,Sig_Str_Pct_Fav,Sig_Str_Pct_Un,Sub_Att_Fav,Sub_Att_Un,TD_Fav,TD_Un,TD_Pct_Fav,TD_Pct_Un,Total_Str_Fav,Total_Str_Un,Nickname_Fav,Nickname_Un,DOB_Fav,DOB_Un,Betting_ID,Event_ID,Fight_ID,Details
UFC 243: Whittaker vs. Adesanya,10/5/2019,Israel Adesanya,Robert Whittaker,http://ufcstats.com/fighter-details/1338e2c7480bdf9e,http://ufcstats.com/fighter-details/e1147d3d2dabe1ce,W,L,2,5 Rnd (5-5-5-5-5),UFC Middleweight Title Bout,3:33,KO/TKO,"6' 4""","80.0""",Switch,"6' 0""","73.0""",Orthodox,11032,10516,30.22465753,28.8109589,1.41369863,516,1.828221684,1.985636364,1.833333333,2,54.69796189,50.36168849,54.54545455,50,-120,-110,-126,106,-120,-110,-118,105,-120,100,1.833333333,1.909090909,1.793650794,2.06,1.833333333,1.909090909,1.847457627,2.05,1.833333333,2,2,0,0,0,0,0,40 of 95,32 of 116,6 of 8,3 of 5,0 of 0,0 of 0,37 of 91,32 of 116,3 of 4,0 of 0,27 of 80,20 of 97,7 of 7,9 of 14,42%,27%,0,0,0 of 0,0 of 0,0%,0%,40 of 95,32 of 116,"""The Last Stylebender""","""The Reaper""",7/22/1989,12/20/1990,https://www.bestfightodds.com/events/ufc-243-whittaker-vs-adesanya-1752,http://www.ufcstats.com/event-details/3cf68c1d17f66af7,http://www.ufcstats.com/fight-details/2556b7520536ce1d,
UFC 243: Whittaker vs. Adesanya,10/5/2019,Dan Hooker,Al Iaquinta,http://ufcstats.com/fighter-details/193b9d1858bc4df3,http://ufcstats.com/fighter-details/59279a7c978f7da0,W,L,3,3 Rnd (5-5-5),Lightweight Bout,5:00,Decision - Unanimous,"6' 0""","75.0""",Switch,"5' 10""","70.0""",Orthodox,10826,11846,29.66027397,32.45479452,-2.794520548,-1020,1.756898,2.086,1.769230769,2.1,56.91850068,47.93863854,56.52173913,47.61904762,-130,100,-130,110,-145,115,-121,108,-137,110,1.769230769,2,1.769230769,2.1,1.689655172,2.15,1.826446281,2.08,1.729927007,2.1,1,0,2,0,0,0,98 of 207,37 of 116,7 of 13,7 of 11,0 of 0,0 of 0,76 of 182,37 of 116,22 of 25,0 of 0,68 of 168,21 of 93,23 of 26,9 of 12,47%,31%,0,0,0 of 1,0 of 3,0%,0%,104 of 213,38 of 117,"""The Hangman""","""Raging""",2/13/1990,4/30/1987,https://www.bestfightodds.com/events/ufc-243-whittaker-vs-adesanya-1752,http://www.ufcstats.com/event-details/3cf68c1d17f66af7,http://www.ufcstats.com/fight-details/0697d5520b74a8df,David Lethaby26 - 30.
UFC 243: Whittaker vs. Adesanya,10/5/2019,Tai Tuivasa,Serghei Spivac,http://ufcstats.com/fighter-details/c62fbc117d57b943,http://ufcstats.com/fighter-details/e2f6b2769aaedd6c,L,W,2,3 Rnd (5-5-5),Heavyweight Bout,3:14,Submission,"6' 2""","75.0""",Southpaw,"6' 3""","78.0""",Orthodox,9699,9020,26.57260274,24.71232877,1.860273973,679,1.3142067,3.488,1.314465409,3.45,76.09153111,28.66972477,76.07655502,28.98550725,-320,235,-285,245,-380,270,-318,264,-303,230,1.3125,3.35,1.350877193,3.45,1.263157895,3.7,1.314465409,3.64,1.330033003,3.3,0,0,0,6,0,0,21 of 50,23 of 42,4 of 8,1 of 1,4 of 9,1 of 1,17 of 39,8 of 27,0 of 2,14 of 14,8 of 32,22 of 41,9 of 10,0 of 0,42%,54%,0,1,0 of 0,6 of 8,0%,75%,22 of 51,40 of 60,"""Bam Bam""","""Polar Bear""",3/16/1993,1/24/1995,https://www.bestfightodds.com/events/ufc-243-whittaker-vs-adesanya-1752,http://www.ufcstats.com/event-details/3cf68c1d17f66af7,http://www.ufcstats.com/fight-details/8cd7ca0e7b861b3d,
UFC 243: Whittaker vs. Adesanya,10/5/2019,Dhiego Lima,Luke Jumeau,http://ufcstats.com/fighter-details/e9213f53ddeca978,http://ufcstats.com/fighter-details/4c288a2b250bb576,W,L,3,3 Rnd (5-5-5),Welterweight Bout,5:00,Decision - Split,"6' 2""","75.0""",Orthodox,"5' 11""","72.0""",Orthodox,11204,11558,30.69589041,31.66575342,-0.969863014,-354,1.699193273,2.176,1.714285714,2.2,58.85145709,45.95588235,58.33333333,45.45454545,-140,110,-138,118,-155,120,-135,120,-149,120,1.714285714,2.1,1.724637681,2.18,1.64516129,2.2,1.740740741,2.2,1.67114094,2.2,0,0,0,0,0,0,32 of 105,24 of 95,2 of 12,1 of 4,0 of 0,0 of 0,30 of 99,24 of 95,2 of 6,0 of 0,15 of 72,17 of 85,15 of 21,6 of 6,30%,25%,0,0,2 of 6,0 of 0,33%,0%,49 of 124,24 of 95,,"""The Jedi""",1/31/1989,2/12/1988,https://www.bestfightodds.com/events/ufc-243-whittaker-vs-adesanya-1752,http://www.ufcstats.com/event-details/3cf68c1d17f66af7,http://www.ufcstats.com/fight-details/fd0fd9a2d6ef8c4f,Charlie Keech28 - 29.
UFC 243: Whittaker vs. Adesanya,10/5/2019,Justin Tafa,Yorgan De Castro,http://ufcstats.com/fighter-details/e13abac8089a801a,http://ufcstats.com/fighter-details/1eff7bc0f815b270,L,W,1,3 Rnd (5-5-5),Heavyweight Bout,2:10,KO/TKO,"6' 0""","74.0""",Southpaw,"6' 0""","74.0""",Orthodox,9427,11978,25.82739726,32.81643836,-6.989041096,-2551,1.87454604,1.939644269,1.869565217,1.909090909,53.3462491,51.55584537,53.48837209,52.38095238,-115,-115,-110,-110,-135,105,102,-115,-120,100,1.869565217,1.869565217,1.909090909,1.909090909,1.740740741,2.05,2.02,1.869565217,1.833333333,2,0,1,0,0,0,0,6 of 9,4 of 12,1 of 1,2 of 2,4 of 6,0 of 4,2 of 3,4 of 8,0 of 0,0 of 0,5 of 8,2 of 10,0 of 0,0 of 0,66%,33%,0,0,0 of 0,0 of 0,0%,0%,17 of 20,6 of 14,"""Bad Man""","""The Mad Titan""",12/13/1993,12/19/1986,https://www.bestfightodds.com/events/ufc-243-whittaker-vs-adesanya-1752,http://www.ufcstats.com/event-details/3cf68c1d17f66af7,http://www.ufcstats.com/fight-details/9dfac33cd3ae4afd,
UFC 243: Whittaker vs. Adesanya,10/5/2019,Jake Matthews,Rostem Akman,http://ufcstats.com/fighter-details/a845f0735bc67405,http://ufcstats.com/fighter-details/1fc64507a0cb38cf,W,L,3,3 Rnd (5-5-5),Welterweight Bout,5:00,Decision - Unanimous,"5' 11""","73.0""",Orthodox,"5' 10""","72.0""",Switch,9178,10152,25.14520548,27.81369863,-2.668493151,-974,1.2404221,4.15,1.25,4,80.61771873,24.09638554,80,25,-400,285,-500,385,-390,290,-407,315,-400,300,1.25,3.85,1.2,4.85,1.256410256,3.9,1.245700246,4.15,1.25,4,0,0,0,0,0,0,59 of 133,15 of 110,20 of 35,6 of 15,6 of 6,4 of 6,53 of 127,11 of 104,0 of 0,0 of 0,19 of 76,8 of 94,20 of 22,1 of 1,44%,13%,0,0,0 of 2,0 of 0,0%,0%,61 of 136,15 of 110,"""The Celtic Kid""","""Kurdimus Prime""",8/19/1994,12/19/1991,https://www.bestfightodds.com/events/ufc-243-whittaker-vs-adesanya-1752,http://www.ufcstats.com/event-details/3cf68c1d17f66af7,http://www.ufcstats.com/fight-details/1cb7138b107b93b5,Charlie Keech30 - 27.
UFC 243: Whittaker vs. Adesanya,10/5/2019,Maki Pitolo,Callan Potter,http://ufcstats.com/fighter-details/c549573c0df4d676,http://ufcstats.com/fighter-details/8fc9ae9c7527dfcb,L,W,3,3 Rnd (5-5-5),Welterweight Bout,5:00,Decision - Unanimous,"5' 10""","75.0""",Orthodox,"6' 0""","72.0""",Orthodox,10542,12901,28.88219178,35.34520548,-6.463013699,-2359,1.265291425,3.85,1.27100271,3.9,79.03317608,25.97402597,78.67803838,25.64102564,-350,250,-400,330,-435,295,-369,290,-345,260,1.285714286,3.5,1.25,4.3,1.229885057,3.95,1.27100271,3.9,1.289855072,3.6,0,0,1,4,1,1,60 of 155,48 of 96,9 of 11,2 of 3,0 of 0,4 of 4,60 of 155,41 of 89,0 of 0,3 of 3,49 of 142,44 of 91,2 of 2,2 of 2,38%,50%,1,0,0 of 2,3 of 4,0%,75%,103 of 198,127 of 198,"""Coconut Bombz""","""The Rockstar""",11/24/1990,6/9/1984,https://www.bestfightodds.com/events/ufc-243-whittaker-vs-adesanya-1752,http://www.ufcstats.com/event-details/3cf68c1d17f66af7,http://www.ufcstats.com/fight-details/578987d534a0d205,Richie Gerrard29 - 28.
UFC 243: Whittaker vs. Adesanya,10/5/2019,Brad Riddell,Jamie Mullarkey,http://ufcstats.com/fighter-details/37ed1ab2f8b819f4,http://ufcstats.com/fighter-details/af9f42e6894047fc,W,L,3,3 Rnd (5-5-5),Lightweight Bout,5:00,Decision - Unanimous,"5' 7""","71.0""",Orthodox,"6' 0""","74.0""",Orthodox,10232,9180,28.03287671,25.15068493,2.882191781,1052,1.566221514,2.45,1.581395349,2.47,63.847929,40.81632653,63.23529412,40.48582996,-170,133,-172,147,-190,150,-165,145,-189,150,1.588235294,2.33,1.581395349,2.47,1.526315789,2.5,1.606060606,2.45,1.529100529,2.5,0,0,5,2,1,1,91 of 153,36 of 95,14 of 16,4 of 4,3 of 3,0 of 0,63 of 121,35 of 93,25 of 29,1 of 2,70 of 129,25 of 83,7 of 8,7 of 8,59%,37%,0,1,1 of 1,3 of 15,100%,20%,104 of 167,41 of 100,"""Quake""",,9/30/1991,8/17/1994,https://www.bestfightodds.com/events/ufc-243-whittaker-vs-adesanya-1752,http://www.ufcstats.com/event-details/3cf68c1d17f66af7,http://www.ufcstats.com/fight-details/83d59f5e52e0ac46,Charlie Keech30 - 26.
UFC 243: Whittaker vs. Adesanya,10/5/2019,Megan Anderson,Zarah Fairn,http://ufcstats.com/fighter-details/a0e75f4a13eb73f1,http://ufcstats.com/fighter-details/862b0b3375aa4b6e,W,L,1,3 Rnd (5-5-5),Women's Featherweight Bout,3:57,Submission,"6' 0""","72.0""",Orthodox,"5' 8""","72.0""",None,10828,11985,29.66575342,32.83561644,-3.169863014,-1157,1.221176129,4.31,1.23255814,4.3,81.88826951,23.20185615,81.13207547,23.25581395,-430,300,-400,330,-535,350,-423,325,-500,350,1.23255814,4,1.25,4.3,1.186915888,4.5,1.236406619,4.25,1.2,4.5,0,0,2,0,0,1,10 of 18,2 of 5,0 of 1,0 of 0,0 of 1,0 of 0,0 of 4,2 of 5,10 of 13,0 of 0,10 of 17,2 of 5,0 of 0,0 of 0,55%,40%,1,0,1 of 2,0 of 0,50%,0%,22 of 33,32 of 45,,,2/11/1990,12/12/1986,https://www.bestfightodds.com/events/ufc-243-whittaker-vs-adesanya-1752,http://www.ufcstats.com/event-details/3cf68c1d17f66af7,http://www.ufcstats.com/fight-details/b8c21a311f3f7953,
UFC 243: Whittaker vs. Adesanya,10/5/2019,Ji Yeon Kim,Nadia Kassem,http://ufcstats.com/fighter-details/a20f234df70f2182,http://ufcstats.com/fighter-details/6e7506127408aa9e,W,L,2,3 Rnd (5-5-5),Women's Flyweight Bout,4:59,KO/TKO,"5' 7""","72.0""",Orthodox,"5' 5""","66.0""",Southpaw,10944,8725,29.98356164,23.90410959,6.079452055,2219,1.553439153,2.47,1.555555556,2.5,64.373297,40.48582996,64.28571429,40,-175,135,-180,155,-190,145,-171,150,-189,150,1.571428571,2.35,1.555555556,2.55,1.526315789,2.45,1.584795322,2.5,1.529100529,2.5,1,0,0,0,0,0,80 of 179,45 of 131,12 of 19,31 of 56,5 of 8,4 of 8,74 of 167,40 of 119,1 of 4,1 of 4,64 of 151,9 of 67,4 of 9,5 of 8,44%,34%,0,0,0 of 0,1 of 2,0%,50%,83 of 185,53 of 139,"""Firefist""","""187""",10/18/1989,11/15/1995,https://www.bestfightodds.com/events/ufc-243-whittaker-vs-adesanya-1752,http://www.ufcstats.com/event-details/3cf68c1d17f66af7,http://www.ufcstats.com/fight-details/668d077ac9d7d3c9,
UFC 243: Whittaker vs. Adesanya,10/5/2019,Khalid Taha,Bruno Silva,http://ufcstats.com/fighter-details/b4537562f88ac582,http://ufcstats.com/fighter-details/294aa73dbf37d281,W,L,3,3 Rnd (5-5-5),Bantamweight Bout,3:00,Submission,"5' 5""","69.0""",Orthodox,"5' 4""","65.0""",Orthodox,10094,10795,27.65479452,29.57534247,-1.920547945,-701,1.441237783,2.82,1.454545455,2.85,69.38480324,35.46099291,68.75,35.0877193,-220,170,-210,180,-245,185,-214,185,-250,190,1.454545455,2.7,1.476190476,2.8,1.408163265,2.85,1.46728972,2.85,1.4,2.9,1,0,1,1,0,0,38 of 88,20 of 50,4 of 11,8 of 11,6 of 7,1 of 1,19 of 62,10 of 31,13 of 19,9 of 18,29 of 69,9 of 33,5 of 8,3 of 6,43%,40%,1,0,0 of 1,2 of 11,0%,18%,74 of 127,51 of 88,"""The Warrior""","""Bulldog""",2/15/1992,3/16/1990,https://www.bestfightodds.com/events/ufc-243-whittaker-vs-adesanya-1752,http://www.ufcstats.com/event-details/3cf68c1d17f66af7,http://www.ufcstats.com/fight-details/57ff0eb2351979c4,
UFC Fight Night: Hermansson vs. Cannonier,9/28/2019,Jack Hermansson,Jared Cannonier,http://ufcstats.com/fighter-details/0a1942069c9ad6b6,http://ufcstats.com/fighter-details/13a0275fa13c4d26,L,W,2,5 Rnd (5-5-5-5-5),Middleweight Bout,0:27,KO/TKO,"6' 1""","77.0""",Orthodox,"5' 11""","77.0""",Switch,11432,12979,31.32054795,35.55890411,-4.238356164,-1547,1.357343368,3.21,1.35971223,3.2,73.6733257,31.15264798,73.54497354,31.25,-290,220,-270,230,-265,195,-299,250,-278,210,1.344827586,3.2,1.37037037,3.3,1.377358491,2.95,1.334448161,3.5,1.35971223,3.1,0,1,1,1,0,0,20 of 42,28 of 53,2 of 5,2 of 3,1 of 1,1 of 2,19 of 41,10 of 34,0 of 0,17 of 17,5 of 21,21 of 43,13 of 16,5 of 7,47%,52%,0,0,1 of 6,0 of 0,16%,0%,22 of 45,29 of 54,"""The Joker""","""The Killa Gorilla""",6/10/1988,3/16/1984,https://www.bestfightodds.com/events/ufc-on-espn-18-hermansson-vs-cannonier-1747,http://www.ufcstats.com/event-details/1bf49bf829964144,http://www.ufcstats.com/fight-details/476c31184332698e,
UFC Fight Night: Hermansson vs. Cannonier,9/28/2019,Gilbert Burns,Gunnar Nelson,http://ufcstats.com/fighter-details/23024fdfc966410a,http://ufcstats.com/fighter-details/fd55393021a8c255,W,L,3,3 Rnd (5-5-5),Welterweight Bout,5:00,Decision - Unanimous,"5' 10""","71.0""",Orthodox,"5' 11""","72.0""",Switch,12123,11384,33.21369863,31.1890411,2.024657534,739,1.845487316,1.957943531,1.8,1.952380952,54.1862299,51.07399595,55.55555556,51.2195122,-125,-105,-107,-113,-125,-105,-112,-100,-125,100,1.8,1.952380952,1.934579439,1.884955752,1.8,1.952380952,1.892857143,2,1.8,2,0,0,1,0,0,0,30 of 76,20 of 36,8 of 11,4 of 5,10 of 18,2 of 3,19 of 55,18 of 32,1 of 3,0 of 1,8 of 47,9 of 23,14 of 18,7 of 8,39%,55%,1,0,1 of 3,0 of 2,33%,0%,46 of 99,26 of 45,"""Durinho""","""Gunni""",7/20/1986,7/28/1988,https://www.bestfightodds.com/events/ufc-on-espn-18-hermansson-vs-cannonier-1747,http://www.ufcstats.com/event-details/1bf49bf829964144,http://www.ufcstats.com/fight-details/7410ac7e4e5acb74,Paul Sutherland28 - 29.
UFC Fight Night: Hermansson vs. Cannonier,9/28/2019,Mark Madsen,Danilo Belluardo,http://ufcstats.com/fighter-details/da0995f19b749cfa,http://ufcstats.com/fighter-details/c3f6db17cea09ca7,W,L,1,3 Rnd (5-5-5),Lightweight Bout,1:12,KO/TKO,"5' 8""","72.0""",Orthodox,"6' 0""","74.0""",Southpaw,12788,9200,35.03561644,25.20547945,9.830136986,3588,1.160322771,5.368,1.15037594,5.5,86.18291609,18.62891207,86.92810458,18.18181818,-700,450,-560,410,-665,485,-527,389,-714,450,1.142857143,5.5,1.178571429,5.1,1.15037594,5.85,1.189753321,4.89,1.140056022,5.5,0,0,1,0,0,0,22 of 29,0 of 1,0 of 0,0 of 0,1 of 1,0 of 0,0 of 2,0 of 1,21 of 26,0 of 0,22 of 29,0 of 1,0 of 0,0 of 0,75%,0%,0,0,1 of 2,0 of 0,50%,0%,24 of 31,0 of 1,"""The Olympian""","""Caterpillar""",9/23/1984,7/21/1994,https://www.bestfightodds.com/events/ufc-on-espn-18-hermansson-vs-cannonier-1747,http://www.ufcstats.com/event-details/1bf49bf829964144,http://www.ufcstats.com/fight-details/975840814b233bcd,
UFC Fight Night: Hermansson vs. Cannonier,9/28/2019,Khalil Rountree Jr.,Ion Cutelaba,http://ufcstats.com/fighter-details/749f572d1d3161fb,http://ufcstats.com/fighter-details/cd13728ae1151f46,L,W,1,3 Rnd (5-5-5),Light Heavyweight Bout,2:35,KO/TKO,"6' 1""","76.0""",Southpaw,"6' 1""","75.0""",Southpaw,10806,9419,29.60547945,25.80547945,3.8,1387,1.865308604,1.942285847,1.869565217,1.952380952,53.61043195,51.48572758,53.48837209,51.2195122,-115,-115,-115,-105,-130,100,-110,-102,-110,-110,1.869565217,1.869565217,1.869565217,1.952380952,1.769230769,2,1.909090909,1.980392157,1.909090909,1.909090909,0,0,0,1,0,0,5 of 12,15 of 26,1 of 1,1 of 1,2 of 5,1 of 2,3 of 7,1 of 5,0 of 0,13 of 19,4 of 11,14 of 25,0 of 0,0 of 0,41%,57%,0,0,0 of 0,4 of 5,0%,80%,5 of 12,16 of 27,"""The War Horse""","""The Hulk""",2/26/1990,12/14/1993,https://www.bestfightodds.com/events/ufc-on-espn-18-hermansson-vs-cannonier-1747,http://www.ufcstats.com/event-details/1bf49bf829964144,http://www.ufcstats.com/fight-details/b44531903be4729a,
UFC Fight Night: Hermansson vs. Cannonier,9/28/2019,Michal Oleksiejczuk,Ovince Saint Preux,http://ufcstats.com/fighter-details/0d65c432720accb9,http://ufcstats.com/fighter-details/50db8711c70196cd,L,W,2,3 Rnd (5-5-5),Light Heavyweight Bout,2:46,Submission,"6' 0""","74.0""",Southpaw,"6' 3""","80.0""",Southpaw,8984,13322,24.61369863,36.49863014,-11.88493151,-4338,1.35805302,3.204,1.338983051,3.25,73.63482758,31.21098627,74.6835443,30.76923077,-300,225,-300,250,-260,190,-295,247,-250,190,1.333333333,3.25,1.333333333,3.5,1.384615385,2.9,1.338983051,3.47,1.4,2.9,0,0,0,2,0,0,37 of 78,14 of 48,13 of 18,9 of 12,2 of 2,3 of 3,32 of 71,11 of 45,3 of 5,0 of 0,23 of 59,5 of 36,1 of 1,0 of 0,47%,29%,0,1,0 of 0,1 of 2,0%,50%,39 of 80,20 of 54,"""Lord""",,2/22/1995,4/8/1983,https://www.bestfightodds.com/events/ufc-on-espn-18-hermansson-vs-cannonier-1747,http://www.ufcstats.com/event-details/1bf49bf829964144,http://www.ufcstats.com/fight-details/b6dad3a9bf911bfd,
UFC Fight Night: Hermansson vs. Cannonier,9/28/2019,Alex Oliveira,Nicolas Dalby,http://ufcstats.com/fighter-details/57b10fca4f9c9a7a,http://ufcstats.com/fighter-details/9d19d9e4aa2662e8,L,W,3,3 Rnd (5-5-5),Welterweight Bout,5:00,Decision - Unanimous,"5' 11""","76.0""",Orthodox,"5' 11""","74.0""",Orthodox,11542,12734,31.62191781,34.88767123,-3.265753425,-1192,1.674586057,2.232,1.67114094,2.2,59.71625021,44.80286738,59.83935743,45.45454545,-150,120,-155,135,-140,110,-148,131,-149,120,1.666666667,2.2,1.64516129,2.35,1.714285714,2.1,1.675675676,2.31,1.67114094,2.2,0,0,1,4,0,1,18 of 47,31 of 84,0 of 2,5 of 12,1 of 3,11 of 18,13 of 36,9 of 45,4 of 8,11 of 21,14 of 40,19 of 64,4 of 5,7 of 8,38%,36%,0,0,3 of 4,1 of 4,75%,25%,31 of 65,64 of 122,"""Cowboy""","""Lokomotivo""",2/21/1988,11/16/1984,https://www.bestfightodds.com/events/ufc-on-espn-18-hermansson-vs-cannonier-1747,http://www.ufcstats.com/event-details/1bf49bf829964144,http://www.ufcstats.com/fight-details/9c7b6a20f35fb708,Andy Roberts29 - 28.
UFC Fight Night: Hermansson vs. Cannonier,9/28/2019,Alen Amedovski,John Phillips,http://ufcstats.com/fighter-details/70fa1c64a2c439ef,http://ufcstats.com/fighter-details/e9ac7bfb65c25497,L,W,1,3 Rnd (5-5-5),Middleweight Bout,0:17,KO/TKO,"5' 10""","74.0""",Orthodox,"5' 11""","75.0""",Southpaw,11497,12529,31.49863014,34.3260274,-2.82739726,-1032,1.767079237,2.06647619,1.769230769,2,56.59055798,48.39155683,56.52173913,50,-130,100,-140,120,-125,-105,-133,118,-125,100,1.769230769,2,1.714285714,2.2,1.8,1.952380952,1.751879699,2.18,1.8,2,0,1,0,0,0,0,2 of 11,5 of 8,0 of 0,1 of 1,0 of 0,0 of 0,2 of 11,3 of 6,0 of 0,2 of 2,2 of 11,4 of 7,0 of 0,0 of 0,18%,62%,0,0,0 of 0,0 of 0,0%,0%,2 of 11,5 of 8,,"""The Welsh Wrecking Machine""",4/6/1988,6/9/1985,https://www.bestfightodds.com/events/ufc-on-espn-18-hermansson-vs-cannonier-1747,http://www.ufcstats.com/event-details/1bf49bf829964144,http://www.ufcstats.com/fight-details/9fa3623172adb4cd,
UFC Fight Night: Hermansson vs. Cannonier,9/28/2019,Makhmud Muradov,Alessio Di Chirico,http://ufcstats.com/fighter-details/ea7e5bc78d9de658,http://ufcstats.com/fighter-details/77d7295d1b22c694,W,L,3,3 Rnd (5-5-5),Middleweight Bout,5:00,Decision - Unanimous,"6' 2""","75.0""",Orthodox,"6' 0""","74.0""",Orthodox,10824,10882,29.65479452,29.81369863,-0.15890411,-58,1.604357592,2.366,1.625,2.4,62.33024389,42.26542688,61.53846154,41.66666667,-160,125,-160,140,-175,140,-159,140,-175,138,1.625,2.25,1.625,2.4,1.571428571,2.4,1.628930818,2.4,1.571428571,2.38,0,0,0,0,0,0,54 of 169,36 of 113,19 of 32,0 of 4,5 of 9,6 of 9,49 of 160,30 of 104,0 of 0,0 of 0,32 of 133,31 of 100,3 of 4,5 of 9,31%,31%,0,0,0 of 3,0 of 2,0%,0%,56 of 171,37 of 114,"""Mach""","""Manzo""",2/8/1990,12/12/1989,https://www.bestfightodds.com/events/ufc-on-espn-18-hermansson-vs-cannonier-1747,http://www.ufcstats.com/event-details/1bf49bf829964144,http://www.ufcstats.com/fight-details/d5e927306f5d859b,Andy Roberts28 - 29.
UFC Fight Night: Hermansson vs. Cannonier,9/28/2019,Ismail Naurdiev,Siyar Bahadurzada,http://ufcstats.com/fighter-details/6a96ad1bc34fb113,http://ufcstats.com/fighter-details/aec185309b4843d0,W,L,3,3 Rnd (5-5-5),Welterweight Bout,5:00,Decision - Unanimous,"5' 10""","74.0""",Orthodox,"5' 11""","73.0""",Orthodox,8441,12947,23.1260274,35.47123288,-12.34520548,-4506,1.459501627,2.748,1.454545455,2.75,68.51653892,36.39010189,68.75,36.36363636,-220,170,-220,185,-210,160,-212,184,-227,175,1.454545455,2.7,1.454545455,2.85,1.476190476,2.6,1.471698113,2.84,1.440528634,2.75,0,0,3,0,0,0,69 of 126,12 of 96,15 of 24,2 of 5,0 of 0,0 of 1,63 of 113,12 of 95,6 of 13,0 of 0,30 of 71,10 of 89,24 of 31,0 of 2,54%,12%,0,0,3 of 3,0 of 0,100%,0%,149 of 218,14 of 98,"""The Austrian Wonderboy""","""The Great""",8/18/1996,4/17/1984,https://www.bestfightodds.com/events/ufc-on-espn-18-hermansson-vs-cannonier-1747,http://www.ufcstats.com/event-details/1bf49bf829964144,http://www.ufcstats.com/fight-details/18d84b333b28de36,Maciej Motylewski25 - 30.
UFC Fight Night: Hermansson vs. Cannonier,9/28/2019,Macy Chiasson,Lina Lansberg,http://ufcstats.com/fighter-details/9cdd2da1a9104a0b,http://ufcstats.com/fighter-details/2eeaefbfc7f9fcff,L,W,3,3 Rnd (5-5-5),Women's Bantamweight Bout,5:00,Decision - Unanimous,"5' 11""","72.0""",0,"5' 7""","65.0""",Orthodox,10290,13713,28.19178082,37.56986301,-9.378082192,-3423,1.221870327,4.274,1.23255814,4.29,81.84174521,23.39728591,81.13207547,23.31002331,-430,300,-400,300,-575,375,-429,329,-455,333,1.23255814,4,1.25,4,1.173913043,4.75,1.233100233,4.29,1.21978022,4.33,0,0,0,3,0,0,26 of 47,21 of 39,21 of 23,2 of 2,22 of 29,8 of 15,4 of 18,2 of 8,0 of 0,11 of 16,4 of 22,18 of 36,1 of 2,1 of 1,55%,53%,0,0,0 of 4,2 of 4,0%,50%,58 of 94,49 of 91,,"""Elbow Queen""",7/27/1991,3/13/1982,https://www.bestfightodds.com/events/ufc-on-espn-18-hermansson-vs-cannonier-1747,http://www.ufcstats.com/event-details/1bf49bf829964144,http://www.ufcstats.com/fight-details/0a3df9b1918cfc2f,Andy Roberts28 - 29.
UFC Fight Night: Hermansson vs. Cannonier,9/28/2019,Marc Diakiese,Lando Vannata,http://ufcstats.com/fighter-details/32c355b04fc57f3a,http://ufcstats.com/fighter-details/f9b200db02b488d9,W,L,3,3 Rnd (5-5-5),Lightweight Bout,5:00,Decision - Unanimous,"5' 10""","73.0""",Orthodox,"5' 9""","71.0""",Orthodox,9692,10059,26.55342466,27.55890411,-1.005479452,-367,1.611945501,2.36,1.613496933,2.33,62.03683681,42.37288136,61.97718631,42.91845494,-170,133,-163,143,-155,125,-169,149,-161,130,1.588235294,2.33,1.613496933,2.43,1.64516129,2.25,1.591715976,2.49,1.621118012,2.3,0,0,1,0,0,0,40 of 99,25 of 70,10 of 25,8 of 12,2 of 3,1 of 4,31 of 84,24 of 66,7 of 12,0 of 0,16 of 52,4 of 36,14 of 22,13 of 22,40%,35%,0,0,4 of 7,0 of 1,57%,0%,45 of 111,51 of 108,"""Bonecrusher""","""Groovy""",3/16/1993,3/14/1992,https://www.bestfightodds.com/events/ufc-on-espn-18-hermansson-vs-cannonier-1747,http://www.ufcstats.com/event-details/1bf49bf829964144,http://www.ufcstats.com/fight-details/951968aa52a84928,Andreas Gruner30 - 26.
