Event_Name,Fav_Fighter,Un_Fighter,Fighter_ID_Fav,Fighter_ID_Un,Result_Fav,Result_Un,Round,Round_Format,Weight_Class,Time,Method,Height_Fav,Reach_Fav,Stance_Fav,Height_Un,Reach_Un,Stance_Un,Avg_Odds_Fav,Avg_Odds_Un,Med_Odds_Fav,Med_Odds_Un,Impld_Prob_Avg_Fav,Impld_Prob_Avg_Un,Impld_Prob_Med_Fav,Impld_Prob_Med_Un,USodds_Fav_1,USodds_Un_1,USodds_Fav_2,USodds_Un_2,USodds_Fav_3,USodds_Un_3,USodds_Fav_4,USodds_Un_4,USodds_Fav_5,USodds_Un_5,Decodds_Fav_1,Decodds_Un_1,Decodds_Fav_2,Decodds_Un_2,Decodds_Fav_3,Decodds_Un_3,Decodds_Fav_4,Decodds_Un_4,Decodds_Fav_5,Decodds_Un_5,KD_Fav,KD_Un,Pass_Fav,Pass_Un,Rev_Fav,Rev_Un,Sig_Str_Fav_Att,Sig_Str_Fav_Com,Sig_Str_Fav_Pct,Sig_Str_Un_Att,Sig_Str_Un_Com,Sig_Str_Un_Pct,Sig_Str_Body_Fav_Att,Sig_Str_Body_Fav_Com,Sig_Str_Body_Fav_Pct,Sig_Str_Body_Un_Att,Sig_Str_Body_Un_Com,Sig_Str_Body_Un_Pct,Sig_Str_Clinch_Fav_Att,Sig_Str_Clinch_Fav_Com,Sig_Str_Clinch_Fav_Pct,Sig_Str_Clinch_Un_Att,Sig_Str_Clinch_Un_Com,Sig_Str_Clinch_Un_Pct,Sig_Str_Distance_Fav_Att,Sig_Str_Distance_Fav_Com,Sig_Str_Distance_Fav_Pct,Sig_Str_Distance_Un_Att,Sig_Str_Distance_Un_Com,Sig_Str_Distance_Un_Pct,Sig_Str_Ground_Fav_Att,Sig_Str_Ground_Fav_Com,Sig_Str_Ground_Fav_Pct,Sig_Str_Ground_Un_Att,Sig_Str_Ground_Un_Com,Sig_Str_Ground_Un_Pct,Sig_Str_Head_Fav_Att,Sig_Str_Head_Fav_Com,Sig_Str_Head_Fav_Pct,Sig_Str_Head_Un_Att,Sig_Str_Head_Un_Com,Sig_Str_Head_Un_Pct,Sig_Str_Leg_Fav_Att,Sig_Str_Leg_Fav_Com,Sig_Str_Leg_Fav_Pct,Sig_Str_Leg_Un_Att,Sig_Str_Leg_Un_Com,Sig_Str_Leg_Un_Pct,Sub_Att_Fav,Sub_Att_Un,TD_Fav_Att,TD_Fav_Com,TD_Fav_Pct,TD_Un_Att,TD_Un_Com,TD_Un_Pct,Total_Str_Fav_Att,Total_Str_Fav_Com,Total_Str_Un_Att,Total_Str_Un_Com,Nickname_Fav,Nickname_Un,Betting_ID,Event_ID,Fight_ID,Details
UFC 243: Whittaker vs. Adesanya,Israel Adesanya,Robert Whittaker,http://ufcstats.com/fighter-details/1338e2c7480bdf9e,http://ufcstats.com/fighter-details/e1147d3d2dabe1ce,W,L,2,5 Rnd (5-5-5-5-5),UFC Middleweight Title Bout,3:33,KO/TKO,"6' 4""","80.0""",Switch,"6' 0""","73.0""",Orthodox,1.828221684,1.985636364,1.833333333,2,54.69796189,50.36168849,54.54545455,50,-120,-110,-126,106,-120,-110,-118,105,-120,100,1.833333333,1.909090909,1.793650794,2.06,1.833333333,1.909090909,1.847457627,2.05,1.833333333,2,2,0,0,0,0,0,40,95,0.421052632,32,116,0.275862069,6,8,0.75,3,5,0.6,0,0,0,0,0,0,37,91,0.406593407,32,116,0.275862069,3,4,0.75,0,0,0,27,80,0.3375,20,97,0.206185567,7,7,1,9,14,0.642857143,0,0,0,0,0,0,0,0,40,95,32,116,"""The Last Stylebender""","""The Reaper""",https://www.bestfightodds.com/events/ufc-243-whittaker-vs-adesanya-1752,http://www.ufcstats.com/event-details/3cf68c1d17f66af7,http://www.ufcstats.com/fight-details/2556b7520536ce1d,
UFC 243: Whittaker vs. Adesanya,Dan Hooker,Al Iaquinta,http://ufcstats.com/fighter-details/193b9d1858bc4df3,http://ufcstats.com/fighter-details/59279a7c978f7da0,W,L,3,3 Rnd (5-5-5),Lightweight Bout,5:00,Decision - Unanimous,"6' 0""","75.0""",Switch,"5' 10""","70.0""",Orthodox,1.756898,2.086,1.769230769,2.1,56.91850068,47.93863854,56.52173913,47.61904762,-130,100,-130,110,-145,115,-121,108,-137,110,1.769230769,2,1.769230769,2.1,1.689655172,2.15,1.826446281,2.08,1.729927007,2.1,1,0,2,0,0,0,98,207,0.473429952,37,116,0.318965517,7,13,0.538461538,7,11,0.636363636,0,0,0,0,0,0,76,182,0.417582418,37,116,0.318965517,22,25,0.88,0,0,0,68,168,0.404761905,21,93,0.225806452,23,26,0.884615385,9,12,0.75,0,0,0,1,0,0,3,0,104,213,38,117,"""The Hangman""","""Raging""",https://www.bestfightodds.com/events/ufc-243-whittaker-vs-adesanya-1752,http://www.ufcstats.com/event-details/3cf68c1d17f66af7,http://www.ufcstats.com/fight-details/0697d5520b74a8df,David Lethaby26 - 30.
UFC 243: Whittaker vs. Adesanya,Tai Tuivasa,Serghei Spivac,http://ufcstats.com/fighter-details/c62fbc117d57b943,http://ufcstats.com/fighter-details/e2f6b2769aaedd6c,L,W,2,3 Rnd (5-5-5),Heavyweight Bout,3:14,Submission,"6' 2""","75.0""",Southpaw,"6' 3""","78.0""",Orthodox,1.3142067,3.488,1.314465409,3.45,76.09153111,28.66972477,76.07655502,28.98550725,-320,235,-285,245,-380,270,-318,264,-303,230,1.3125,3.35,1.350877193,3.45,1.263157895,3.7,1.314465409,3.64,1.330033003,3.3,0,0,6,0,0,0,23,42,0.547619048,21,50,0.42,1,1,1,4,8,0.5,1,1,1,4,9,0.444444444,8,27,0.296296296,17,39,0.435897436,14,14,1,0,2,0,22,41,0.536585366,8,32,0.25,0,0,0,9,10,0.9,1,0,6,8,0.75,0,0,0,40,60,22,51,"""Bam Bam""","""Polar Bear""",https://www.bestfightodds.com/events/ufc-243-whittaker-vs-adesanya-1752,http://www.ufcstats.com/event-details/3cf68c1d17f66af7,http://www.ufcstats.com/fight-details/8cd7ca0e7b861b3d,
UFC 243: Whittaker vs. Adesanya,Dhiego Lima,Luke Jumeau,http://ufcstats.com/fighter-details/e9213f53ddeca978,http://ufcstats.com/fighter-details/4c288a2b250bb576,W,L,3,3 Rnd (5-5-5),Welterweight Bout,5:00,Decision - Split,"6' 2""","75.0""",Orthodox,"5' 11""","72.0""",Orthodox,1.699193273,2.176,1.714285714,2.2,58.85145709,45.95588235,58.33333333,45.45454545,-140,110,-138,118,-155,120,-135,120,-149,120,1.714285714,2.1,1.724637681,2.18,1.64516129,2.2,1.740740741,2.2,1.67114094,2.2,0,0,0,0,0,0,32,105,0.304761905,24,95,0.252631579,2,12,0.166666667,1,4,0.25,0,0,0,0,0,0,30,99,0.303030303,24,95,0.252631579,2,6,0.333333333,0,0,0,15,72,0.208333333,17,85,0.2,15,21,0.714285714,6,6,1,0,0,2,6,0.333333333,0,0,0,49,124,24,95,,"""The Jedi""",https://www.bestfightodds.com/events/ufc-243-whittaker-vs-adesanya-1752,http://www.ufcstats.com/event-details/3cf68c1d17f66af7,http://www.ufcstats.com/fight-details/fd0fd9a2d6ef8c4f,Charlie Keech28 - 29.
UFC 243: Whittaker vs. Adesanya,Justin Tafa,Yorgan De Castro,http://ufcstats.com/fighter-details/e13abac8089a801a,http://ufcstats.com/fighter-details/1eff7bc0f815b270,L,W,1,3 Rnd (5-5-5),Heavyweight Bout,2:10,KO/TKO,"6' 0""","74.0""",Southpaw,"6' 0""","74.0""",Orthodox,1.87454604,1.939644269,1.869565217,1.909090909,53.3462491,51.55584537,53.48837209,52.38095238,-115,-115,-110,-110,-135,105,102,-115,-120,100,1.869565217,1.869565217,1.909090909,1.909090909,1.740740741,2.05,2.02,1.869565217,1.833333333,2,0,1,0,0,0,0,6,9,0.666666667,4,12,0.333333333,1,1,1,2,2,1,4,6,0.666666667,0,4,0,2,3,0.666666667,4,8,0.5,0,0,0,0,0,0,5,8,0.625,2,10,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,6,14,"""Bad Man""","""The Mad Titan""",https://www.bestfightodds.com/events/ufc-243-whittaker-vs-adesanya-1752,http://www.ufcstats.com/event-details/3cf68c1d17f66af7,http://www.ufcstats.com/fight-details/9dfac33cd3ae4afd,
UFC 243: Whittaker vs. Adesanya,Jake Matthews,Rostem Akman,http://ufcstats.com/fighter-details/a845f0735bc67405,http://ufcstats.com/fighter-details/1fc64507a0cb38cf,W,L,3,3 Rnd (5-5-5),Welterweight Bout,5:00,Decision - Unanimous,"5' 11""","73.0""",Orthodox,"5' 10""","72.0""",Switch,1.2404221,4.15,1.25,4,80.61771873,24.09638554,80,25,-400,285,-500,385,-390,290,-407,315,-400,300,1.25,3.85,1.2,4.85,1.256410256,3.9,1.245700246,4.15,1.25,4,0,0,0,0,0,0,59,133,0.443609023,15,110,0.136363636,20,35,0.571428571,6,15,0.4,6,6,1,4,6,0.666666667,53,127,0.417322835,11,104,0.105769231,0,0,0,0,0,0,19,76,0.25,8,94,0.085106383,20,22,0.909090909,1,1,1,0,0,0,2,0,0,0,0,61,136,15,110,"""The Celtic Kid""","""Kurdimus Prime""",https://www.bestfightodds.com/events/ufc-243-whittaker-vs-adesanya-1752,http://www.ufcstats.com/event-details/3cf68c1d17f66af7,http://www.ufcstats.com/fight-details/1cb7138b107b93b5,Charlie Keech30 - 27.
UFC 243: Whittaker vs. Adesanya,Maki Pitolo,Callan Potter,http://ufcstats.com/fighter-details/c549573c0df4d676,http://ufcstats.com/fighter-details/8fc9ae9c7527dfcb,L,W,3,3 Rnd (5-5-5),Welterweight Bout,5:00,Decision - Unanimous,"5' 10""","75.0""",Orthodox,"6' 0""","72.0""",Orthodox,1.265291425,3.85,1.27100271,3.9,79.03317608,25.97402597,78.67803838,25.64102564,-350,250,-400,330,-435,295,-369,290,-345,260,1.285714286,3.5,1.25,4.3,1.229885057,3.95,1.27100271,3.9,1.289855072,3.6,0,0,1,4,1,1,60,155,0.387096774,48,96,0.5,9,11,0.818181818,2,3,0.666666667,0,0,0,4,4,1,60,155,0.387096774,41,89,0.460674157,0,0,0,3,3,1,49,142,0.345070423,44,91,0.483516484,2,2,1,2,2,1,1,0,0,2,0,3,4,0.75,103,198,127,198,"""Coconut Bombz""","""The Rockstar""",https://www.bestfightodds.com/events/ufc-243-whittaker-vs-adesanya-1752,http://www.ufcstats.com/event-details/3cf68c1d17f66af7,http://www.ufcstats.com/fight-details/578987d534a0d205,Richie Gerrard29 - 28.
UFC 243: Whittaker vs. Adesanya,Brad Riddell,Jamie Mullarkey,http://ufcstats.com/fighter-details/37ed1ab2f8b819f4,http://ufcstats.com/fighter-details/af9f42e6894047fc,W,L,3,3 Rnd (5-5-5),Lightweight Bout,5:00,Decision - Unanimous,"5' 7""","71.0""",Orthodox,"6' 0""","74.0""",Orthodox,1.566221514,2.45,1.581395349,2.47,63.847929,40.81632653,63.23529412,40.48582996,-170,133,-172,147,-190,150,-165,145,-189,150,1.588235294,2.33,1.581395349,2.47,1.526315789,2.5,1.606060606,2.45,1.529100529,2.5,0,0,5,2,1,1,91,153,0.594771242,36,95,0.378947368,14,16,0.875,4,4,1,3,3,1,0,0,0,63,121,0.520661157,35,93,0.376344086,25,29,0.862068966,1,2,0.5,70,129,0.542635659,25,83,0.301204819,7,8,0.875,7,8,0.875,0,1,1,1,1,3,15,0.2,104,167,41,100,"""Quake""",,https://www.bestfightodds.com/events/ufc-243-whittaker-vs-adesanya-1752,http://www.ufcstats.com/event-details/3cf68c1d17f66af7,http://www.ufcstats.com/fight-details/83d59f5e52e0ac46,Charlie Keech30 - 26.
UFC 243: Whittaker vs. Adesanya,Megan Anderson,Zarah Fairn,http://ufcstats.com/fighter-details/a0e75f4a13eb73f1,http://ufcstats.com/fighter-details/862b0b3375aa4b6e,W,L,1,3 Rnd (5-5-5),Women's Featherweight Bout,3:57,Submission,"6' 0""","72.0""",Orthodox,"5' 8""","72.0""",,1.221176129,4.31,1.23255814,4.3,81.88826951,23.20185615,81.13207547,23.25581395,-430,300,-400,330,-535,350,-423,325,-500,350,1.23255814,4,1.25,4.3,1.186915888,4.5,1.236406619,4.25,1.2,4.5,0,0,2,0,0,1,10,18,0.555555556,2,5,0.4,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,2,5,0.4,10,13,0.769230769,0,0,0,10,17,0.588235294,2,5,0.4,0,0,0,0,0,0,1,0,1,2,0.5,0,0,0,22,33,32,45,,,https://www.bestfightodds.com/events/ufc-243-whittaker-vs-adesanya-1752,http://www.ufcstats.com/event-details/3cf68c1d17f66af7,http://www.ufcstats.com/fight-details/b8c21a311f3f7953,
UFC 243: Whittaker vs. Adesanya,Ji Yeon Kim,Nadia Kassem,http://ufcstats.com/fighter-details/a20f234df70f2182,http://ufcstats.com/fighter-details/6e7506127408aa9e,W,L,2,3 Rnd (5-5-5),Women's Flyweight Bout,4:59,KO/TKO,"5' 7""","72.0""",Orthodox,"5' 5""","66.0""",Southpaw,1.553439153,2.47,1.555555556,2.5,64.373297,40.48582996,64.28571429,40,-175,135,-180,155,-190,145,-171,150,-189,150,1.571428571,2.35,1.555555556,2.55,1.526315789,2.45,1.584795322,2.5,1.529100529,2.5,1,0,0,0,0,0,80,179,0.446927374,45,131,0.34351145,12,19,0.631578947,31,56,0.553571429,5,8,0.625,4,8,0.5,74,167,0.443113772,40,119,0.336134454,1,4,0.25,1,4,0.25,64,151,0.42384106,9,67,0.134328358,4,9,0.444444444,5,8,0.625,0,0,0,0,0,1,2,0.5,83,185,53,139,"""Firefist""","""187""",https://www.bestfightodds.com/events/ufc-243-whittaker-vs-adesanya-1752,http://www.ufcstats.com/event-details/3cf68c1d17f66af7,http://www.ufcstats.com/fight-details/668d077ac9d7d3c9,
UFC 243: Whittaker vs. Adesanya,Khalid Taha,Bruno Silva,http://ufcstats.com/fighter-details/b4537562f88ac582,http://ufcstats.com/fighter-details/294aa73dbf37d281,W,L,3,3 Rnd (5-5-5),Bantamweight Bout,3:00,Submission,"5' 5""","69.0""",Orthodox,"5' 4""","65.0""",Orthodox,1.441237783,2.82,1.454545455,2.85,69.38480324,35.46099291,68.75,35.0877193,-220,170,-210,180,-245,185,-214,185,-250,190,1.454545455,2.7,1.476190476,2.8,1.408163265,2.85,1.46728972,2.85,1.4,2.9,0,1,1,1,0,0,20,50,0.4,38,88,0.431818182,8,11,0.727272727,4,11,0.363636364,1,1,1,6,7,0.857142857,10,31,0.322580645,19,62,0.306451613,9,18,0.5,13,19,0.684210526,9,33,0.272727273,29,69,0.420289855,3,6,0.5,5,8,0.625,0,1,2,11,0.181818182,0,1,0,51,88,74,127,"""The Warrior""","""Bulldog""",https://www.bestfightodds.com/events/ufc-243-whittaker-vs-adesanya-1752,http://www.ufcstats.com/event-details/3cf68c1d17f66af7,http://www.ufcstats.com/fight-details/57ff0eb2351979c4,
UFC Fight Night: Hermansson vs. Cannonier,Jack Hermansson,Jared Cannonier,http://ufcstats.com/fighter-details/0a1942069c9ad6b6,http://ufcstats.com/fighter-details/13a0275fa13c4d26,L,W,2,5 Rnd (5-5-5-5-5),Middleweight Bout,0:27,KO/TKO,"6' 1""","77.0""",Orthodox,"5' 11""","77.0""",Switch,1.357343368,3.21,1.35971223,3.2,73.6733257,31.15264798,73.54497354,31.25,-290,220,-270,230,-265,195,-299,250,-278,210,1.344827586,3.2,1.37037037,3.3,1.377358491,2.95,1.334448161,3.5,1.35971223,3.1,0,1,1,1,0,0,20,42,0.476190476,28,53,0.528301887,2,5,0.4,2,3,0.666666667,1,1,1,1,2,0.5,19,41,0.463414634,10,34,0.294117647,0,0,0,17,17,1,5,21,0.238095238,21,43,0.488372093,13,16,0.8125,5,7,0.714285714,0,0,1,6,0.166666667,0,0,0,22,45,29,54,"""The Joker""","""The Killa Gorilla""",https://www.bestfightodds.com/events/ufc-on-espn-18-hermansson-vs-cannonier-1747,http://www.ufcstats.com/event-details/1bf49bf829964144,http://www.ufcstats.com/fight-details/476c31184332698e,
UFC Fight Night: Hermansson vs. Cannonier,Gilbert Burns,Gunnar Nelson,http://ufcstats.com/fighter-details/23024fdfc966410a,http://ufcstats.com/fighter-details/fd55393021a8c255,W,L,3,3 Rnd (5-5-5),Welterweight Bout,5:00,Decision - Unanimous,"5' 10""","71.0""",Orthodox,"5' 11""","72.0""",Switch,1.845487316,1.957943531,1.8,1.952380952,54.1862299,51.07399595,55.55555556,51.2195122,-125,-105,-107,-113,-125,-105,-112,-100,-125,100,1.8,1.952380952,1.934579439,1.884955752,1.8,1.952380952,1.892857143,2,1.8,2,0,0,1,0,0,0,30,76,0.394736842,20,36,0.555555556,8,11,0.727272727,4,5,0.8,10,18,0.555555556,2,3,0.666666667,19,55,0.345454545,18,32,0.5625,1,3,0.333333333,0,1,0,8,47,0.170212766,9,23,0.391304348,14,18,0.777777778,7,8,0.875,1,0,1,3,0.333333333,0,2,0,46,99,26,45,"""Durinho""","""Gunni""",https://www.bestfightodds.com/events/ufc-on-espn-18-hermansson-vs-cannonier-1747,http://www.ufcstats.com/event-details/1bf49bf829964144,http://www.ufcstats.com/fight-details/7410ac7e4e5acb74,Paul Sutherland28 - 29.
UFC Fight Night: Hermansson vs. Cannonier,Mark Madsen,Danilo Belluardo,http://ufcstats.com/fighter-details/da0995f19b749cfa,http://ufcstats.com/fighter-details/c3f6db17cea09ca7,W,L,1,3 Rnd (5-5-5),Lightweight Bout,1:12,KO/TKO,"5' 8""","72.0""",Orthodox,"6' 0""","74.0""",Southpaw,1.160322771,5.368,1.15037594,5.5,86.18291609,18.62891207,86.92810458,18.18181818,-700,450,-560,410,-665,485,-527,389,-714,450,1.142857143,5.5,1.178571429,5.1,1.15037594,5.85,1.189753321,4.89,1.140056022,5.5,0,0,0,1,0,0,0,1,0,22,29,0.75862069,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,0,0,0,0,21,26,0.807692308,0,1,0,22,29,0.75862069,0,0,0,0,0,0,0,0,0,0,0,1,2,0.5,0,1,24,31,"""The Olympian""","""Caterpillar""",https://www.bestfightodds.com/events/ufc-on-espn-18-hermansson-vs-cannonier-1747,http://www.ufcstats.com/event-details/1bf49bf829964144,http://www.ufcstats.com/fight-details/975840814b233bcd,
UFC Fight Night: Hermansson vs. Cannonier,Khalil Rountree Jr.,Ion Cutelaba,http://ufcstats.com/fighter-details/749f572d1d3161fb,http://ufcstats.com/fighter-details/cd13728ae1151f46,L,W,1,3 Rnd (5-5-5),Light Heavyweight Bout,2:35,KO/TKO,"6' 1""","76.0""",Southpaw,"6' 1""","75.0""",Southpaw,1.865308604,1.942285847,1.869565217,1.952380952,53.61043195,51.48572758,53.48837209,51.2195122,-115,-115,-115,-105,-130,100,-110,-102,-110,-110,1.869565217,1.869565217,1.869565217,1.952380952,1.769230769,2,1.909090909,1.980392157,1.909090909,1.909090909,0,0,0,1,0,0,5,12,0.416666667,15,26,0.576923077,1,1,1,1,1,1,2,5,0.4,1,2,0.5,3,7,0.428571429,1,5,0.2,0,0,0,13,19,0.684210526,4,11,0.363636364,14,25,0.56,0,0,0,0,0,0,0,0,0,0,0,4,5,0.8,5,12,16,27,"""The War Horse""","""The Hulk""",https://www.bestfightodds.com/events/ufc-on-espn-18-hermansson-vs-cannonier-1747,http://www.ufcstats.com/event-details/1bf49bf829964144,http://www.ufcstats.com/fight-details/b44531903be4729a,
UFC Fight Night: Hermansson vs. Cannonier,Michal Oleksiejczuk,Ovince Saint Preux,http://ufcstats.com/fighter-details/0d65c432720accb9,http://ufcstats.com/fighter-details/50db8711c70196cd,L,W,2,3 Rnd (5-5-5),Light Heavyweight Bout,2:46,Submission,"6' 0""","74.0""",Southpaw,"6' 3""","80.0""",Southpaw,1.35805302,3.204,1.338983051,3.25,73.63482758,31.21098627,74.6835443,30.76923077,-300,225,-300,250,-260,190,-295,247,-250,190,1.333333333,3.25,1.333333333,3.5,1.384615385,2.9,1.338983051,3.47,1.4,2.9,0,0,0,2,0,0,37,78,0.474358974,14,48,0.291666667,13,18,0.722222222,9,12,0.75,2,2,1,3,3,1,32,71,0.450704225,11,45,0.244444444,3,5,0.6,0,0,0,23,59,0.389830508,5,36,0.138888889,1,1,1,0,0,0,0,1,0,0,0,1,2,0.5,39,80,20,54,"""Lord""",,https://www.bestfightodds.com/events/ufc-on-espn-18-hermansson-vs-cannonier-1747,http://www.ufcstats.com/event-details/1bf49bf829964144,http://www.ufcstats.com/fight-details/b6dad3a9bf911bfd,
UFC Fight Night: Hermansson vs. Cannonier,Alex Oliveira,Nicolas Dalby,http://ufcstats.com/fighter-details/57b10fca4f9c9a7a,http://ufcstats.com/fighter-details/9d19d9e4aa2662e8,L,W,3,3 Rnd (5-5-5),Welterweight Bout,5:00,Decision - Unanimous,"5' 11""","76.0""",Orthodox,"5' 11""","74.0""",Orthodox,1.674586057,2.232,1.67114094,2.2,59.71625021,44.80286738,59.83935743,45.45454545,-150,120,-155,135,-140,110,-148,131,-149,120,1.666666667,2.2,1.64516129,2.35,1.714285714,2.1,1.675675676,2.31,1.67114094,2.2,0,0,1,4,0,1,18,47,0.382978723,31,84,0.369047619,0,2,0,5,12,0.416666667,1,3,0.333333333,11,18,0.611111111,13,36,0.361111111,9,45,0.2,4,8,0.5,11,21,0.523809524,14,40,0.35,19,64,0.296875,4,5,0.8,7,8,0.875,0,0,3,4,0.75,1,4,0.25,31,65,64,122,"""Cowboy""","""Lokomotivo""",https://www.bestfightodds.com/events/ufc-on-espn-18-hermansson-vs-cannonier-1747,http://www.ufcstats.com/event-details/1bf49bf829964144,http://www.ufcstats.com/fight-details/9c7b6a20f35fb708,Andy Roberts29 - 28.
UFC Fight Night: Hermansson vs. Cannonier,Alen Amedovski,John Phillips,http://ufcstats.com/fighter-details/70fa1c64a2c439ef,http://ufcstats.com/fighter-details/e9ac7bfb65c25497,L,W,1,3 Rnd (5-5-5),Middleweight Bout,0:17,KO/TKO,"5' 10""","74.0""",Orthodox,"5' 11""","75.0""",Southpaw,1.767079237,2.06647619,1.769230769,2,56.59055798,48.39155683,56.52173913,50,-130,100,-140,120,-125,-105,-133,118,-125,100,1.769230769,2,1.714285714,2.2,1.8,1.952380952,1.751879699,2.18,1.8,2,0,1,0,0,0,0,2,11,0.181818182,5,8,0.625,0,0,0,1,1,1,0,0,0,0,0,0,2,11,0.181818182,3,6,0.5,0,0,0,2,2,1,2,11,0.181818182,4,7,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,5,8,,"""The Welsh Wrecking Machine""",https://www.bestfightodds.com/events/ufc-on-espn-18-hermansson-vs-cannonier-1747,http://www.ufcstats.com/event-details/1bf49bf829964144,http://www.ufcstats.com/fight-details/9fa3623172adb4cd,
UFC Fight Night: Hermansson vs. Cannonier,Makhmud Muradov,Alessio Di Chirico,http://ufcstats.com/fighter-details/ea7e5bc78d9de658,http://ufcstats.com/fighter-details/77d7295d1b22c694,W,L,3,3 Rnd (5-5-5),Middleweight Bout,5:00,Decision - Unanimous,"6' 2""","75.0""",Orthodox,"6' 0""","74.0""",Orthodox,1.604357592,2.366,1.625,2.4,62.33024389,42.26542688,61.53846154,41.66666667,-160,125,-160,140,-175,140,-159,140,-175,138,1.625,2.25,1.625,2.4,1.571428571,2.4,1.628930818,2.4,1.571428571,2.38,0,0,0,0,0,0,54,169,0.319526627,36,113,0.318584071,19,32,0.59375,0,4,0,5,9,0.555555556,6,9,0.666666667,49,160,0.30625,30,104,0.288461538,0,0,0,0,0,0,32,133,0.240601504,31,100,0.31,3,4,0.75,5,9,0.555555556,0,0,0,3,0,0,2,0,56,171,37,114,"""Mach""","""Manzo""",https://www.bestfightodds.com/events/ufc-on-espn-18-hermansson-vs-cannonier-1747,http://www.ufcstats.com/event-details/1bf49bf829964144,http://www.ufcstats.com/fight-details/d5e927306f5d859b,Andy Roberts28 - 29.
UFC Fight Night: Hermansson vs. Cannonier,Ismail Naurdiev,Siyar Bahadurzada,http://ufcstats.com/fighter-details/6a96ad1bc34fb113,http://ufcstats.com/fighter-details/aec185309b4843d0,W,L,3,3 Rnd (5-5-5),Welterweight Bout,5:00,Decision - Unanimous,"5' 10""","74.0""",Orthodox,"5' 11""","73.0""",Orthodox,1.459501627,2.748,1.454545455,2.75,68.51653892,36.39010189,68.75,36.36363636,-220,170,-220,185,-210,160,-212,184,-227,175,1.454545455,2.7,1.454545455,2.85,1.476190476,2.6,1.471698113,2.84,1.440528634,2.75,0,0,3,0,0,0,69,126,0.547619048,12,96,0.125,15,24,0.625,2,5,0.4,0,0,0,0,1,0,63,113,0.557522124,12,95,0.126315789,6,13,0.461538462,0,0,0,30,71,0.422535211,10,89,0.112359551,24,31,0.774193548,0,2,0,0,0,3,3,1,0,0,0,149,218,14,98,"""The Austrian Wonderboy""","""The Great""",https://www.bestfightodds.com/events/ufc-on-espn-18-hermansson-vs-cannonier-1747,http://www.ufcstats.com/event-details/1bf49bf829964144,http://www.ufcstats.com/fight-details/18d84b333b28de36,Maciej Motylewski25 - 30.
UFC Fight Night: Hermansson vs. Cannonier,Macy Chiasson,Lina Lansberg,http://ufcstats.com/fighter-details/9cdd2da1a9104a0b,http://ufcstats.com/fighter-details/2eeaefbfc7f9fcff,L,W,3,3 Rnd (5-5-5),Women's Bantamweight Bout,5:00,Decision - Unanimous,"5' 11""","72.0""",,"5' 7""","65.0""",Orthodox,1.221870327,4.274,1.23255814,4.29,81.84174521,23.39728591,81.13207547,23.31002331,-430,300,-400,300,-575,375,-429,329,-455,333,1.23255814,4,1.25,4,1.173913043,4.75,1.233100233,4.29,1.21978022,4.33,0,0,3,0,0,0,21,39,0.538461538,26,47,0.553191489,2,2,1,21,23,0.913043478,8,15,0.533333333,22,29,0.75862069,2,8,0.25,4,18,0.222222222,11,16,0.6875,0,0,0,18,36,0.5,4,22,0.181818182,1,1,1,1,2,0.5,0,0,2,4,0.5,0,4,0,49,91,58,94,,"""Elbow Queen""",https://www.bestfightodds.com/events/ufc-on-espn-18-hermansson-vs-cannonier-1747,http://www.ufcstats.com/event-details/1bf49bf829964144,http://www.ufcstats.com/fight-details/0a3df9b1918cfc2f,Andy Roberts28 - 29.
UFC Fight Night: Hermansson vs. Cannonier,Marc Diakiese,Lando Vannata,http://ufcstats.com/fighter-details/32c355b04fc57f3a,http://ufcstats.com/fighter-details/f9b200db02b488d9,W,L,3,3 Rnd (5-5-5),Lightweight Bout,5:00,Decision - Unanimous,"5' 10""","73.0""",Orthodox,"5' 9""","71.0""",Orthodox,1.611945501,2.36,1.613496933,2.33,62.03683681,42.37288136,61.97718631,42.91845494,-170,133,-163,143,-155,125,-169,149,-161,130,1.588235294,2.33,1.613496933,2.43,1.64516129,2.25,1.591715976,2.49,1.621118012,2.3,0,0,0,1,0,0,25,70,0.357142857,40,99,0.404040404,8,12,0.666666667,10,25,0.4,1,4,0.25,2,3,0.666666667,24,66,0.363636364,31,84,0.369047619,0,0,0,7,12,0.583333333,4,36,0.111111111,16,52,0.307692308,13,22,0.590909091,14,22,0.636363636,0,0,0,1,0,4,7,0.571428571,51,108,45,111,"""Bonecrusher""","""Groovy""",https://www.bestfightodds.com/events/ufc-on-espn-18-hermansson-vs-cannonier-1747,http://www.ufcstats.com/event-details/1bf49bf829964144,http://www.ufcstats.com/fight-details/951968aa52a84928,Andreas Gruner30 - 26.
